rownames,package,authors,imports,suggests,depends,Roxygen,gh,rforge,descr,r_count,r_size,ns_import,ns_export,s3_methods,s4_methods,doc_count,doc_size,src_count,src_size,data_count,data_size,testthat_count,testthat_size,check_time,status
221,alterryx,1,5,2,0,1,1,0,444,9,0.030004,5,15,6,0,1,0.006388,0,0,0,0,0,0,62,1
222,altmeta,1,0,0,1,0,0,0,135,6,0.008467,2,1,0,0,0,0,0,0,5,0.004572,0,0,32,1
223,ALTopt,1,2,0,1,0,0,0,752,1,0.058651,13,14,0,0,0,0,0,0,0,0,0,0,49,1
224,amap,1,0,1,1,0,0,0,104,8,0.018643,2,3,4,0,1,0.00181,21,0.106995,0,0,0,0,53,1
225,AMAP.Seq,1,0,0,0,0,0,0,100,5,0.018402,0,0,0,0,0,0,0,0,1,0.244541,0,0,37,1
226,ambhasGW,1,4,0,1,1,0,0,171,5,0.007553,4,5,0,0,0,0,0,0,0,0,0,0,69,1
227,ambient,1,1,0,0,1,1,0,387,9,0.019361,1,6,0,0,0,0,10,0.149041,0,0,0,0,70,1
228,AMCP,1,0,0,1,1,0,0,321,2,0.209289,0,0,0,0,0,0,0,0,268,0.095502,0,0,50,1
229,AMCTestmakeR,1,0,2,0,1,0,0,232,3,0.039776,0,3,0,0,1,0.008648,0,0,0,0,0,0,52,1
230,ameco,1,0,6,1,1,1,0,67,1,8.57e-4,0,0,0,0,1,0.001596,0,0,1,4.70242,0,0,93,1
231,Amelia,3,6,2,2,0,0,0,1109,14,0.280136,7,0,10,0,1,0.106159,5,0.018265,2,0.005506,0,0,148,1
232,amelie,1,1,3,0,1,0,0,504,5,0.015119,10,2,4,0,1,0.0051,0,0,0,0,4,0.013829,45,1
233,amen,4,0,3,1,1,0,0,808,42,0.093624,2,39,2,0,1,0.078861,0,0,16,1.053586,0,0,50,1
234,AmericanCallOpt,1,0,0,1,0,0,0,857,1,0.006112,0,0,0,0,0,0,0,0,0,0,0,0,31,1
235,AmesHousing,1,2,0,1,1,0,0,128,3,0.024624,14,3,0,0,0,0,0,0,3,0.150053,0,0,63,1
236,AMGET,1,0,0,0,0,0,0,346,1,0.076724,0,0,0,0,0,0,0,0,0,0,0,0,33,1
237,AMIAS,4,0,0,4,0,0,0,433,6,0.022575,6,1,2,0,0,0,3,0.068505,0,0,0,0,116,1
238,AmigaFFH,1,2,0,4,1,0,0,340,8,0.165551,22,15,32,7,0,0,0,0,3,0.003337,0,0,79,1
239,aml,1,0,1,2,0,0,0,489,6,0.014811,0,0,0,0,0,0,0,0,1,0.359304,0,0,49,1
240,ammistability,1,7,3,1,1,1,0,959,17,0.096492,10,16,0,0,1,0.015125,0,0,0,0,0,0,194,1
241,AMModels,2,2,5,0,1,0,0,388,16,0.080156,9,21,0,1,0,0,0,0,1,0.01284,0,0,114,1
242,AmmoniaConcentration,1,0,0,0,0,1,0,150,1,9.68e-4,0,0,0,0,0,0,0,0,0,0,0,0,25,1
243,aMNLFA,1,11,0,1,1,0,0,647,9,0.083842,0,8,0,0,0,0,0,0,1,0.033125,0,0,74,1
244,AMOEBA,1,0,2,3,0,0,0,129,1,0.007269,3,0,0,0,0,0,0,0,0,0,0,0,108,1
245,AMORE,7,0,0,0,0,0,0,270,5,0.030123,0,1,1,0,0,0,9,0.074697,0,0,0,0,36,1
246,AmostraBrasil,1,7,0,1,1,0,0,269,7,0.011747,13,6,0,0,0,0,0,0,1,0.067066,0,0,73,1
247,ampd,1,0,0,1,1,0,0,351,1,0.006377,10,1,0,0,0,0,0,0,0,0,0,0,27,1
248,AmpliconDuo,1,0,0,4,0,0,0,833,8,0.01373,1,1,0,0,0,0,0,0,4,0.457628,0,0,123,1
249,AMR,1,11,5,1,1,0,0,168,30,0.358673,76,97,34,36,2,0.013335,0,0,10,1.329586,27,0.064394,194,1
250,amt,1,28,12,1,1,0,0,320,44,0.103457,55,107,136,0,2,0.010322,5,0.01996,5,0.45299,3,0.005876,354,1
251,AmyloGram,1,4,0,1,1,1,0,176,8,0.007838,11,3,2,0,0,0,0,0,3,0.26348,0,0,103,1
252,AnaCoDa,1,0,6,3,1,1,0,833,11,0.155099,7,1,14,0,1,0.024745,26,0.629835,0,0,11,0.023269,384,1
253,anacor,1,7,0,1,0,0,1,260,18,0.034728,4,4,2,0,0,0,0,0,8,0.003861,0,0,110,1
254,analogsea,1,7,3,0,1,1,0,236,40,0.147393,24,130,55,0,1,0.015283,0,0,0,0,11,0.005246,414,1
255,analogue,1,8,1,2,0,1,0,177,134,0.331777,11,1,175,0,1,0.059993,4,0.030206,13,0.327401,3,0.00251,255,1
256,analogueExtra,1,1,1,2,0,1,0,113,1,0.001572,4,1,1,0,0,0,0,0,0,0,0,0,110,1
257,analysisPipelines,1,8,12,4,1,1,0,1164,9,0.138649,16,44,0,2,7,0.064386,0,0,0,0,0,0,130,1
258,analytics,1,13,0,1,1,0,0,328,9,0.066008,14,9,0,0,0,0,0,0,0,0,0,0,195,1
259,analyz,1,1,0,1,0,0,0,83,1,0.014637,1,11,0,0,0,0,0,0,0,0,0,0,30,1
260,AnalyzeFMRI,2,0,0,5,0,0,0,216,6,0.155288,5,0,0,0,0,0,17,0.787351,0,0,0,0,102,1
261,AnalyzeTS,7,0,0,5,0,0,0,130,23,0.179146,5,0,0,0,0,0,0,0,1,1.92e-4,0,0,137,1
262,AncestryMapper,2,6,1,1,1,0,0,105,5,0.064513,6,5,0,0,1,0.014637,0,0,144,0.833043,0,0,61,1
263,anchoredDistr,1,10,2,1,1,0,0,470,10,0.029776,12,6,1,0,1,0.007971,0,0,2,0.279659,0,0,188,1
264,anchors,3,0,0,3,0,0,0,50,52,0.176217,4,1,10,0,1,0.034499,3,0.016926,7,0.085122,0,0,79,1
265,AnDE,1,0,0,5,0,0,0,84,1,0.026281,0,0,1,0,0,0,0,0,0,0,0,0,50,1
266,andrews,1,0,0,1,0,0,0,57,4,0.003972,0,0,0,0,0,0,0,0,0,0,0,0,26,1
267,anesrake,2,0,0,2,0,0,0,585,21,0.02431,2,8,12,0,0,0,0,0,1,0.00426,0,0,162,1
268,anfis,2,0,0,3,0,0,0,474,21,0.081767,2,1,0,27,0,0,0,0,1,0.002712,0,0,45,1
269,AnglerCreelSurveySimulation,1,4,3,1,1,0,0,156,7,0.027683,4,7,0,0,1,0.016296,0,0,0,0,5,0.004766,81,1
270,angstroms,1,5,2,2,1,1,0,144,8,0.02025,37,14,3,0,0,0,0,0,3,0.770716,2,2.55e-4,131,1
271,aniDom,1,1,0,0,0,0,0,286,9,0.010029,4,0,0,0,0,0,0,0,0,0,0,0,48,1
272,anim.plots,1,1,4,0,1,1,0,215,2,0.033457,4,18,14,0,1,7.98e-4,0,0,3,0.355877,0,0,72,1
273,animalTrack,1,0,0,2,0,0,0,175,9,0.009823,1,0,0,0,0,0,0,0,4,0.851355,0,0,73,1
274,animation,1,1,3,1,1,0,0,551,51,0.177691,5,51,0,0,0,0,0,0,7,0.088317,0,0,70,1
275,anipaths,1,8,3,1,1,0,0,371,3,0.053213,24,2,1,0,1,0.012902,0,0,1,0.539882,0,0,103,1
276,anMC,1,1,3,1,1,0,0,222,8,0.07071,8,10,0,0,0,0,5,0.009126,0,0,0,0,120,1
277,ANN2,1,5,0,0,1,1,0,828,6,0.046921,4,11,7,0,0,0,17,0.056163,0,0,0,0,135,1
278,AnnotationBustR,2,2,3,1,1,1,0,112,5,0.040937,0,3,0,0,1,0.020997,0,0,4,0.007879,3,0.027714,89,1
279,AnnotLists,1,0,0,1,0,0,0,56,2,0.003858,0,1,0,0,0,0,0,0,0,0,0,0,32,1
280,AnnuityRIR,1,5,1,2,1,0,0,324,45,0.031247,7,0,0,0,0,0,0,0,0,0,0,0,131,1
281,anocva,3,1,2,1,1,0,0,358,4,0.019182,1,5,0,0,0,0,0,0,0,0,0,0,46,1
282,anoint,1,2,0,6,0,0,0,177,21,0.051621,45,0,0,1,0,0,0,0,1,0.04713,0,0,107,1
283,ANOM,1,5,4,1,0,1,0,366,3,0.024535,1,1,0,0,1,0.013898,0,0,4,0.001219,0,0,164,1
284,anomalize,1,10,8,1,1,1,0,963,17,0.074807,13,16,24,0,2,0.022988,0,0,1,0.041305,9,0.010784,186,1
285,anomaly,1,4,0,1,1,0,0,213,5,0.015185,7,2,3,0,0,0,7,0.01721,1,4.101376,0,0,101,1
286,anomalyDetection,1,12,5,1,1,1,0,366,15,0.04247,2,14,2,0,1,0.018993,4,0.004745,1,0.002621,13,0.012819,139,1
287,anominate,6,0,0,5,0,0,0,222,2,0.01277,5,0,2,0,0,0,3,0.030388,4,2.81174,0,0,130,1
288,anonymizer,1,0,2,1,0,1,0,133,5,0.004802,0,4,0,0,0,0,0,0,0,0,4,0.001818,42,1
289,ANOVA.TFNs,5,1,0,0,0,0,0,575,17,0.006203,3,0,0,2,0,0,0,0,0,0,0,0,61,1
290,ANOVAreplication,1,0,0,6,0,0,0,375,7,0.015616,6,0,0,0,0,0,0,0,0,0,0,0,73,1
291,AntAngioCOOL,1,0,0,5,1,0,0,521,1,0.013205,5,1,0,0,0,0,0,0,0,0,0,0,250,1
292,antaresEditObject,1,4,2,1,1,0,0,306,25,0.126219,18,37,0,0,0,0,0,0,0,0,11,0.030817,171,1
293,antaresProcessing,1,4,6,1,1,1,0,580,27,0.134881,8,26,0,0,1,0.003811,0,0,0,0,29,0.091625,202,1
294,antaresRead,1,8,8,0,1,1,0,396,41,0.244236,18,28,21,0,2,0.012275,0,0,0,0,32,0.080777,225,1
295,antaresViz,1,21,6,3,1,1,0,465,36,0.272085,39,26,4,0,1,0.008284,0,0,0,0,14,0.145915,436,1
296,AnthropMMD,1,0,0,4,0,0,0,155,1,1.15e-4,5,0,0,0,0,0,0,0,0,0,0,0,178,1
297,Anthropometry,6,9,7,1,0,0,0,326,44,0.120533,25,39,6,0,1,0.10089,2,0.004066,8,0.60288,0,0,228,1
298,antitrust,1,5,3,0,0,0,0,192,27,0.29044,1,0,0,0,1,0.128287,0,0,0,0,0,0,111,1
299,antiword,1,1,0,0,1,1,0,203,1,0.001358,0,1,0,0,0,0,4,0.004294,0,0,0,0,52,1
300,AntWeb,1,5,0,1,0,1,0,97,8,0.023838,7,9,1,0,0,0,0,0,0,0,1,0.002576,53,1
301,anyflights,1,7,0,1,1,1,0,159,7,0.021959,3,5,0,0,0,0,0,0,0,0,0,0,70,1
302,anyLib,1,5,3,0,1,0,0,300,1,0.004981,0,1,0,0,1,0.0035,0,0,0,0,1,0.001299,98,1
303,anytime,1,2,4,1,1,0,0,220,6,0.02019,3,0,0,0,1,0.01067,2,0.032282,0,0,0,0,170,1
304,aod,1,0,3,3,0,0,0,367,23,0.063167,1,0,0,0,0,0,0,0,10,0.004997,0,0,70,1
305,aods3,1,0,0,4,0,0,0,313,32,0.037486,1,0,30,0,0,0,0,0,10,0.004883,0,0,99,1
306,aoos,1,3,5,2,1,1,0,264,17,0.041629,7,19,15,9,6,0.023403,0,0,0,0,12,0.023803,85,1
307,aop,1,8,4,0,0,0,0,358,5,0.030987,16,13,0,0,2,0.016776,0,0,1,0.001384,0,0,164,1
308,Aoptbdtvc,1,0,0,3,0,0,0,1138,1,0.018929,2,0,0,0,0,0,0,0,0,0,0,0,47,1
309,aoristic,1,9,0,3,0,0,0,882,7,0.030261,22,6,0,0,0,0,0,0,1,0.162361,0,0,283,1
310,apa,1,5,4,1,1,1,0,229,11,0.050994,20,10,6,0,1,0.002229,0,0,0,0,7,0.02882,97,1
311,ApacheLogProcessor,1,5,0,0,1,1,0,148,1,0.026698,6,7,0,0,0,0,0,0,0,0,0,0,60,1
312,apaTables,1,8,8,1,1,1,0,589,21,0.162437,18,9,2,0,1,0.024143,0,0,7,0.004597,5,0.002814,112,1
313,apaText,1,2,1,1,1,0,0,147,2,0.00293,7,1,0,0,0,0,0,0,0,0,0,0,63,1
314,apc,1,1,0,0,0,0,0,464,9,0.21995,4,0,0,0,1,0.001569,0,0,0,0,0,0,69,1
315,APCanalysis,1,0,0,1,0,0,0,259,6,0.012528,2,6,1,0,0,0,0,0,3,6.38e-4,0,0,80,1
316,apcf,1,2,2,1,1,1,0,387,9,0.027343,1,6,3,0,1,0.00602,9,0.053297,0,0,0,0,409,1
317,apcluster,5,6,3,1,0,1,0,467,21,0.086148,6,1,1,1,1,0.072577,11,0.048953000000000003,0,0,0,0,211,1
318,apdesign,1,1,1,1,1,0,0,181,3,0.008698,0,2,0,0,0,0,0,0,2,0.001122,0,0,47,1
319,ape,1,9,3,1,0,0,0,1021,126,0.605359,9,1,150,0,1,0.012834,40,0.322962,14,0.123741,0,0,296,1
320,apercu,1,1,1,0,1,0,0,382,1,0.009348,0,1,1,0,0,0,0,0,0,0,1,0.003047,47,1
321,apex,1,5,3,4,1,1,0,184,18,0.053836,9,21,0,14,1,0.010269,0,0,0,0,1,0.001055,191,1
322,APfun,1,6,1,1,1,0,0,142,8,0.017339,2,11,0,0,0,0,0,0,1,1.48e-4,1,0.006108,57,1
323,aphid,1,5,4,1,1,1,0,660,18,0.273899,18,0,31,0,1,0.021579,6,0.064008,3,0.027979,2,0.007625,209,1
324,aplore3,1,0,6,1,1,1,0,161,11,0.020603,0,0,0,0,1,0.001519,0,0,18,0.200964,0,0,73,1
325,aplpack,2,0,5,2,0,0,0,631,19,0.406147,1,1,2,0,0,0,0,0,0,0,0,0,82,1
326,APML0,3,1,0,1,1,0,0,753,6,0.043859,3,1,1,0,0,0,2,0.128703,0,0,0,0,139,1
327,apmsWAPP,1,8,0,1,0,0,0,427,8,0.033249,1,0,0,0,0,0,0,0,0,0,0,0,162,1
328,apng,1,0,0,1,0,0,0,230,6,0.012797,0,6,0,0,0,0,0,0,0,0,0,0,28,1
329,apollo,2,9,3,1,1,0,0,486,16,0.114894,0,3,0,0,1,0.006208,0,0,1,0.045374,1,0.001749,100,1
330,appell,6,0,0,1,0,0,0,442,3,0.008916,0,1,0,0,0,0,21,0.186908,0,0,0,0,33,1
331,APPEstimation,2,0,0,1,0,0,0,251,4,0.008494,2,1,0,0,0,0,0,0,0,0,0,0,56,1
332,apple,2,0,0,1,0,0,0,108,5,0.023332,0,1,2,0,0,0,2,0.004908,0,0,0,0,53,1
333,AppliedPredictiveModeling,2,6,1,1,1,0,0,89,8,0.011193,6,0,0,0,0,0,0,0,12,1.094814,0,0,74,1
334,appnn,4,0,0,0,0,0,0,309,1,0.00108,1,0,2,0,0,0,0,0,0,0,0,0,24,1
335,approximator,1,1,0,2,0,0,0,222,1,0.01458,3,0,0,0,1,0.015882,0,0,2,0.003532,0,0,73,1
336,approxmatch,1,0,2,0,0,0,0,356,5,0.019718,1,0,0,0,0,0,0,0,1,0.074309,0,0,49,1
337,aprean3,1,0,0,1,0,1,0,154,154,0.053991,0,0,0,0,0,0,0,0,153,0.048328,0,0,37,1
338,apricom,1,6,3,1,1,0,0,106,20,0.075456,13,0,0,0,0,0,0,0,0,0,0,0,189,1
339,aprof,1,4,0,0,1,1,0,495,1,0.033673,0,5,3,0,0,0,0,0,0,0,3,0.003469,45,1
340,APSIM,1,8,0,0,1,0,0,272,4,0.029122,9,7,0,0,0,0,0,0,2,0.026442,0,0,122,1
341,APSIMBatch,1,0,0,0,0,0,0,23,2,0.011746,0,0,0,0,0,0,0,0,0,0,0,0,26,1
342,apsimr,1,4,1,3,0,0,0,482,6,0.033458,7,6,3,0,1,0.017856,0,0,0,0,0,0,151,1
343,apsrtable,1,0,0,2,0,0,0,175,1,0.034582,0,0,5,0,1,1.13e-4,0,0,0,0,0,0,34,1
344,apt,1,3,3,3,0,0,0,366,12,0.037524,5,0,9,0,1,0.005463,0,0,1,0.003129,0,0,178,1
345,aptg,1,0,4,5,1,0,0,198,2,0.002983,7,2,0,0,1,0.00256,0,0,0,0,0,0,80,1
346,APtools,4,0,0,5,0,0,0,692,4,0.035937,11,2,0,0,0,0,0,0,1,0.006696,0,0,76,1
347,apTreeshape,5,4,0,2,0,0,0,570,41,0.071475,3,1,7,0,0,0,0,0,6,0.005048,0,0,146,1
348,aqfig,2,0,1,1,0,0,0,150,7,0.023686,1,0,0,0,0,0,0,0,0,0,0,0,70,1
349,aqp,1,18,14,1,1,1,0,1236,57,0.21223,19,0,1,1,0,0,0,0,10,0.507139,12,0.028441,234,1
350,aqr,2,0,0,3,0,0,0,382,4,0.015492,1,0,0,0,0,0,4,0.031653,0,0,0,0,52,1
351,AquaEnv,4,4,1,1,0,0,0,509,7,0.153974,3,1,5,0,0,0,0,0,2,0.001118,0,0,187,1
352,AR,5,1,0,0,0,0,0,1005,1,0.003405,3,0,0,0,0,0,0,0,0,0,0,0,29,1
353,ar.matrix,1,4,2,1,1,0,0,99,12,0.013477,0,11,0,0,0,0,0,0,2,0.314291,0,0,59,1
354,AR1seg,4,0,0,1,0,0,0,203,2,0.010609,1,1,0,0,0,0,0,0,1,0.012305,0,0,32,1
355,arabicStemR,1,0,0,0,0,0,0,52,1,0.045307,0,0,0,0,0,0,0,0,1,0.013452,0,0,35,1
356,ArArRedux,1,5,0,1,1,0,0,1107,18,0.072631,0,24,17,0,0,0,0,0,1,0.027799,0,0,58,1
357,arc,2,3,1,4,1,1,0,627,6,0.049799,8,15,1,0,0,0,0,0,0,0,2,1.31e-4,78,1
358,ARCensReg,2,7,1,0,0,0,0,382,7,0.04238,7,0,0,0,0,0,0,0,0,0,0,0,96,1
359,ArchaeoChron,1,5,2,4,1,0,0,668,8,0.013064,8,8,0,0,1,0.006089,0,0,5,0.032465,0,0,144,1
360,ArchaeoPhases,1,12,2,3,1,0,0,552,28,0.088198,11,28,0,0,3,0.018633,0,0,6,2.971648,0,0,218,1
361,archdata,1,0,6,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,27,0.048999,0,0,59,1
362,archetypes,1,0,5,4,0,0,0,176,18,0.067925,9,22,27,1,1,0.042593,0,0,3,0.032505,0,0,190,1
363,archiDART,7,7,1,0,0,1,0,818,13,0.262646,7,1,0,0,0,0,0,0,0,0,0,0,154,1
364,archivist,1,8,6,1,1,1,0,907,37,0.235419,26,50,4,0,4,0.014143,0,0,0,0,0,0,133,1
365,archivist.github,1,4,1,2,1,1,0,131,10,0.045362,22,8,0,0,1,0.001714,0,0,0,0,0,0,91,1
366,ArCo,1,3,0,0,1,0,0,143,6,0.028785,5,3,1,0,0,0,0,0,3,0.030644,0,0,88,1
367,ArDec,1,0,0,0,0,0,0,201,4,0.002098,0,0,0,0,0,0,0,0,1,0.00521,0,0,29,1
368,areal,1,7,4,1,1,1,0,321,13,0.057516,24,9,0,0,3,0.039101,0,0,4,0.445748,9,0.034488,142,1
369,areaplot,1,3,1,0,1,0,0,193,3,0.011658,6,6,4,0,0,0,0,0,0,0,0,0,29,1
370,arena2r,1,12,4,1,1,1,0,194,2,0.008349,5,6,0,0,1,0.003369,0,0,1,0.01256,3,0.022222,62,1
371,arf3DS4,1,0,0,5,0,0,1,67,17,0.398942,1,0,0,1,0,0,1,0.0571,1,1.293972,0,0,94,1
372,arfima,3,1,0,2,1,0,0,369,19,0.251327,5,1,15,0,0,0,6,0.011254,2,0.00283,0,0,66,1
373,ArfimaMLM,1,1,0,3,0,1,0,410,13,0.013765,6,5,8,0,0,0,0,0,0,0,0,0,139,1
374,argon2,1,0,0,1,1,1,0,507,6,0.006026,0,5,0,0,0,0,8,0.013413,0,0,0,0,39,1
375,argonDash,1,3,1,0,1,1,0,116,10,0.022209,0,20,0,0,0,0,0,0,0,0,0,0,42,1
376,argonR,1,2,3,0,1,1,0,103,22,0.063682,0,44,0,0,1,0.022314,0,0,0,0,0,0,52,1
377,argosfilter,1,0,0,0,0,0,0,196,11,0.008855,0,0,0,0,0,0,0,0,1,0.019276,0,0,42,1
378,argparse,1,4,2,0,1,1,0,166,1,0.015584,4,1,0,0,0,0,0,0,0,0,1,0.012344,52,1
379,argparser,1,0,0,1,1,0,0,197,3,0.019623,1,6,1,0,0,0,0,0,0,0,0,0,29,1
380,ArgumentCheck,1,0,2,1,1,1,0,382,8,0.012194,0,6,0,0,1,0.008882,0,0,0,0,3,0.001791,46,1
381,ARHT,1,1,1,1,1,0,0,623,5,0.034104,1,3,0,0,0,0,0,0,0,0,0,0,55,1
382,ari,1,9,3,1,1,1,0,410,5,0.011547,19,4,0,0,0,0,0,0,0,0,4,0.005297,416,1
383,ARIbrain,5,3,2,0,1,0,0,363,6,0.008586,5,2,0,0,1,0.004554,0,0,0,0,0,0,88,1
384,aricode,1,2,1,0,1,1,0,374,3,0.01096,2,8,0,0,0,0,2,0.002761,0,0,0,0,115,1
385,arkdb,1,4,12,0,1,1,0,337,5,0.024723,10,7,0,0,1,0.009022,0,0,0,0,3,0.007615,315,1
386,arm,1,7,0,5,0,0,0,146,34,0.174368,10,1,16,1,0,0,0,0,1,0.006088,0,0,124,1
387,arnie,1,0,0,1,0,1,0,69,1,6.15e-4,0,0,0,0,0,0,0,0,1,0.006864,0,0,24,1
388,AROC,1,9,0,0,0,0,0,215,37,0.039598,8,1,4,0,0,0,0,0,1,0.01301,0,0,217,1
389,aroma.affymetrix,1,12,17,3,1,1,0,395,266,1.983483,297,0,1173,0,0,0,0,0,0,0,0,0,304,0
390,aroma.apd,1,4,1,1,0,1,0,645,20,0.075722,19,0,15,0,0,0,0,0,0,0,0,0,47,1
391,aroma.cn,1,6,3,3,0,1,0,308,54,0.328362,170,0,194,0,0,0,0,0,0,0,0,0,121,1
392,aroma.core,1,11,12,4,1,1,0,131,184,0.934861,166,2,831,0,0,0,0,0,0,0,0,0,210,1
393,Arothron,4,13,0,1,1,0,0,367,36,0.046136,20,21,0,0,0,0,0,0,14,4.05357,0,0,125,1
394,ARpLMEC,2,13,0,0,1,0,0,225,5,0.048609,8,2,0,0,0,0,0,0,0,0,0,0,103,1
395,ARPobservation,2,0,5,0,0,0,0,493,7,0.08872,0,25,0,0,1,0.009662,0,0,2,0.001347,1,0.003045,76,1
396,aRpsDCA,1,2,0,0,0,1,0,383,5,0.051136,1,1,22,0,0,0,0,0,0,0,0,0,43,1
397,arrangements,1,3,4,1,1,1,0,525,5,0.018311,3,12,0,0,0,0,19,0.041563,0,0,9,0.070081,70,1
398,arrApply,1,1,1,0,1,0,0,780,1,0.003911,1,0,0,0,0,0,3,0.016522,0,0,1,0.00243,99,1
399,ArrayBin,1,0,0,2,0,0,0,230,3,0.003483,1,0,0,0,0,0,0,0,0,0,0,0,74,1
400,arrayhelpers,1,3,0,0,1,0,1,46,21,0.043557,4,21,0,5,0,0,0,0,0,0,0,0,33,1
401,ars,1,0,0,1,0,0,0,46,1,0.002283,0,1,0,0,0,0,4,0.029918,0,0,0,0,41,1
402,arsenal,1,2,14,2,1,1,0,798,45,0.21497,3,88,73,0,7,0.104583,0,0,1,0.036933,25,0.238355,251,1
403,ART,1,2,0,0,0,0,0,829,1,0.011021,1,0,0,0,0,0,0,0,1,2.79e-4,0,0,74,1
404,artfima,3,2,0,1,0,0,0,115,13,0.038026,4,1,4,0,0,0,0,0,6,0.013899,0,0,40,1
405,ARTIVA,1,0,0,3,0,0,0,716,43,0.095604,1,0,0,0,0,0,0,0,4,2.117176,0,0,71,1
406,ARTool,1,5,14,1,1,1,0,270,8,0.048765,16,2,5,0,2,0.018737,0,0,7,0.007259,5,0.020183,177,1
407,ARTP,2,0,0,0,0,0,0,89,9,0.472002,1,1,0,0,1,0.003389,1,0.030823,1,0.010048,0,0,79,1
408,ARTP2,5,3,0,3,0,1,0,77,111,0.18686,3,1,0,0,0,0,9,0.04521,6,0.880523,0,0,124,1
409,arules,1,4,4,2,0,1,0,233,46,0.218791,6,1,2,1,1,0.076968,27,0.375332,8,1.478295,14,0.030363,248,1
410,arulesCBA,1,2,0,4,0,1,0,144,8,0.018429,6,1,3,0,0,0,3,0.02655,0,0,1,7.32e-4,158,1
411,arulesNBMiner,1,3,0,3,0,0,1,340,5,0.009333,4,1,0,0,0,0,0,0,1,0.275752,0,0,84,1
412,arulesSequences,2,0,0,3,0,0,0,133,8,0.085069,3,1,0,1,0,0,11,0.060972,1,3.99e-4,0,0,212,1
413,arulesViz,1,13,5,2,1,1,0,181,18,0.111782,13,4,5,0,1,0.046207,0,0,0,0,0,0,234,1
414,aRxiv,1,3,5,1,1,1,0,199,14,0.025935,0,4,1,0,1,0.012469,0,0,2,0.002531,7,0.022572,84,1
415,asaur,1,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,8,0.080068,0,0,21,1
416,asbio,1,11,2,2,0,0,0,165,182,0.692484,12,0,13,0,0,0,0,0,102,1.034984,0,0,136,1
417,ascii,1,0,6,3,0,1,0,136,42,0.277984,1,46,48,2,0,0,0,0,0,0,0,0,80,1
418,asciiruler,1,1,1,1,1,0,0,276,1,0.010073,1,4,6,0,0,0,0,0,0,0,2,0.003285,42,1
419,asciiSetupReader,1,5,3,1,1,1,0,308,5,0.027515,0,2,0,0,1,0.00426,0,0,0,0,10,0.181833,151,1
420,asd,1,0,0,1,0,0,0,142,9,0.057422,13,0,0,0,0,0,0,0,0,0,0,0,38,1
421,asdreader,1,0,0,1,1,1,0,408,4,0.01382,0,0,0,0,0,0,0,0,0,0,0,0,24,1
422,ASGS.foyer,1,3,3,1,1,0,0,234,3,0.008066,1,2,0,0,0,0,0,0,1,1.601096,2,0.001747,53,1
423,ash,1,0,0,0,0,0,0,51,1,0.003493,0,1,0,0,0,0,2,0.010259,0,0,0,0,30,1
424,ashr,1,11,8,1,1,1,0,790,23,0.135039,16,80,46,0,1,0.006993,2,0.009171,0,0,27,0.08525,318,1
425,asht,1,2,1,5,0,0,0,729,13,0.080992,6,1,7,0,0,0,0,0,1,3.1e-4,0,0,79,1
426,AsioHeaders,1,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
427,ASIP,3,4,0,1,1,0,0,1171,14,0.183423,12,14,0,0,0,0,0,0,0,0,0,0,135,1
428,askpass,1,1,1,0,1,1,0,565,3,0.004047,0,2,0,0,0,0,3,9.39e-4,0,0,1,2.85e-4,53,1
429,aslib,3,15,2,0,1,1,0,218,41,0.06788,34,31,1,0,0,0,0,0,0,0,30,0.094731,188,1
430,ASMap,2,0,3,6,0,0,0,273,1,0.066079,1,1,3,0,1,0.104257,15,0.136616,5,0.323336,0,0,94,1
431,asnipe,1,2,3,1,0,0,0,323,15,0.081487,4,0,1,0,0,0,0,0,4,0.232018,0,0,124,1
432,aspace,3,0,0,4,0,0,0,1015,20,0.054802,0,0,0,0,0,0,0,0,7,0.011824,0,0,130,1
433,ASPBay,1,0,0,2,0,0,0,341,7,0.012341,2,4,0,0,1,0.007964,4,0.004965,1,0.004125,0,0,140,1
434,aSPC,1,3,0,0,1,0,0,253,6,0.008952,4,2,0,0,0,0,0,0,0,0,0,0,42,1
435,aspect,1,3,2,1,0,0,1,568,34,0.024778,0,2,3,0,0,0,0,0,3,0.015351,0,0,34,1
436,aspi,1,0,3,1,1,0,0,88,3,0.017491,6,4,0,0,1,0.012507,0,0,6,0.001656,3,0.00226,51,1
437,aSPU,1,0,1,6,1,1,0,1545,35,0.158035,9,23,0,0,2,0.013907,0,0,4,0.401821,0,0,129,1
438,asremlPlus,1,14,5,1,0,0,0,1296,11,0.314115,11,0,35,0,0,0,0,0,4,0.008328,29,0.420252,191,1
439,ASSA,1,1,0,1,0,0,0,234,9,0.034094,3,1,15,0,0,0,2,0.00221,2,0.004723,0,0,50,1
440,AssayCorrector,7,0,0,6,1,0,0,1024,3,0.023166,7,3,2,0,0,0,0,0,2,0.003906,0,0,73,1
441,assertable,1,2,2,1,1,0,0,554,6,0.022977,1,6,0,0,3,0.018388,0,0,0,0,0,0,71,1
442,assertive,1,16,1,1,1,0,0,159,17,0.062092,16,755,0,0,4,0.013948,0,0,0,0,1,9.55e-4,77,1
