rownames,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
546,City Hotel,0,76,2017,April,14,3,1,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,89.1,0,1,Check-Out,2017-04-09
547,Resort Hotel,0,131,2016,December,52,24,2,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,37.8,0,2,Check-Out,2016-12-29
548,Resort Hotel,0,104,2016,May,19,1,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,84.95,0,0,Check-Out,2016-05-08
549,Resort Hotel,0,2,2015,September,40,27,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250,NULL,0,Transient,95,1,0,Check-Out,2015-09-30
550,City Hotel,1,2,2016,July,29,10,2,0,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,1,Canceled,2016-07-09
551,City Hotel,1,252,2016,August,34,14,2,3,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9,NULL,0,Transient-Party,163.63,0,1,Canceled,2016-07-20
552,Resort Hotel,0,5,2016,May,20,11,1,4,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,3,No Deposit,NULL,NULL,0,Transient-Party,70,0,0,Check-Out,2016-05-16
553,City Hotel,0,42,2017,June,22,3,1,1,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,150,0,0,Check-Out,2017-06-05
554,City Hotel,0,58,2016,March,10,4,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,80.3,0,1,Check-Out,2016-03-06
555,Resort Hotel,0,297,2017,May,20,20,0,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,54,0,1,Check-Out,2017-05-21
556,City Hotel,0,6,2015,September,39,24,0,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,NULL,0,Transient,77,0,0,Check-Out,2015-09-25
557,City Hotel,0,159,2016,April,15,9,1,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,70,0,1,Check-Out,2016-04-11
558,Resort Hotel,0,134,2017,June,25,21,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,F,1,No Deposit,250,NULL,0,Transient,141.67,0,2,Check-Out,2017-06-25
559,City Hotel,1,279,2016,October,42,12,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98,NULL,0,Transient,110,0,0,Canceled,2016-05-05
560,Resort Hotel,0,17,2016,May,20,12,0,3,2,2,0,BB,AUT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,135,0,0,Check-Out,2016-05-15
561,City Hotel,0,163,2017,August,33,19,2,2,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,131.5,0,2,Check-Out,2017-08-23
562,City Hotel,0,2,2015,December,51,17,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,NULL,40,0,Transient,65,0,0,Check-Out,2015-12-19
563,City Hotel,0,85,2017,May,22,28,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,89.1,0,1,Check-Out,2017-06-01
564,Resort Hotel,0,75,2016,August,34,20,2,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,191,0,1,Check-Out,2016-08-23
565,City Hotel,0,14,2016,May,20,8,2,0,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,147,0,2,Check-Out,2016-05-10
566,City Hotel,1,97,2017,April,14,8,2,3,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,157.25,0,0,Canceled,2017-01-13
567,Resort Hotel,0,337,2017,February,8,23,8,20,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient,46.4,0,1,Check-Out,2017-03-23
568,Resort Hotel,0,1,2016,February,8,18,0,1,2,1,0,BB,ARG,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,64,1,0,Check-Out,2016-02-19
569,Resort Hotel,1,238,2016,September,37,7,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,1,NULL,0,Transient,89,0,0,Canceled,2016-02-09
570,Resort Hotel,1,88,2016,September,38,11,2,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,148.4,0,0,Canceled,2016-06-17
571,City Hotel,0,62,2017,January,2,12,0,3,3,0,0,BB,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,124.5,0,0,Check-Out,2017-01-15
572,City Hotel,0,316,2017,July,28,11,0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,117,0,3,Check-Out,2017-07-16
573,City Hotel,0,48,2016,November,45,4,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,97.2,0,2,Check-Out,2016-11-06
574,City Hotel,1,37,2017,May,22,29,1,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,270,0,0,Canceled,2017-05-08
575,Resort Hotel,0,115,2015,October,40,2,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240,NULL,0,Transient,56,0,1,Check-Out,2015-10-06
576,City Hotel,1,97,2015,October,41,5,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,140,0,0,Canceled,2015-07-03
577,City Hotel,0,106,2016,July,31,27,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22,NULL,0,Transient,82.45,0,1,Check-Out,2016-07-30
578,City Hotel,0,224,2017,July,29,17,1,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,0,Check-Out,2017-07-19
579,City Hotel,0,101,2016,August,34,20,1,1,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,134.1,0,1,Check-Out,2016-08-22
580,City Hotel,1,52,2017,January,1,6,2,2,2,0,0,BB,ITA,Online TA,TA/TO,1,1,1,A,A,0,No Deposit,9,NULL,0,Transient,88.4,0,2,Canceled,2016-12-22
581,City Hotel,1,30,2016,October,43,20,0,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,159,0,1,Canceled,2016-10-07
582,Resort Hotel,1,247,2016,December,53,25,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,46.8,0,2,Canceled,2016-12-14
583,City Hotel,0,72,2015,October,44,28,0,3,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37,NULL,58,Transient-Party,85.67,0,1,Check-Out,2015-10-31
584,City Hotel,0,181,2016,July,31,25,1,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,NULL,NULL,0,Transient-Party,85.5,0,0,Check-Out,2016-07-28
585,City Hotel,0,10,2017,January,4,22,2,1,1,0,0,BB,TUR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77,NULL,0,Transient-Party,65,0,0,Check-Out,2017-01-25
586,City Hotel,0,180,2016,October,42,10,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234,NULL,0,Transient-Party,120,0,0,Check-Out,2016-10-13
587,Resort Hotel,0,1,2017,June,22,2,1,2,2,0,0,BB,PRT,Direct,TA/TO,1,0,1,D,D,0,No Deposit,250,NULL,0,Transient,130.5,1,2,Check-Out,2017-06-05
588,City Hotel,1,40,2015,August,33,15,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-08-06
589,Resort Hotel,0,36,2016,August,33,10,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,229,0,1,Check-Out,2016-08-13
590,City Hotel,0,97,2017,April,14,6,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,1,1,Check-Out,2017-04-09
591,City Hotel,1,37,2017,May,19,8,1,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,191.4,0,1,Canceled,2017-04-01
592,City Hotel,1,335,2016,October,42,13,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,56,NULL,0,Transient-Party,90,0,1,Canceled,2016-10-13
593,Resort Hotel,0,0,2017,May,21,21,1,0,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,75,0,0,Check-Out,2017-05-22
594,Resort Hotel,0,34,2016,November,47,15,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,59.4,0,3,Check-Out,2016-11-17
595,City Hotel,0,3,2017,July,27,3,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,18,A,A,0,No Deposit,NULL,40,0,Transient,65,0,2,Check-Out,2017-07-04
596,City Hotel,0,16,2015,September,36,5,1,1,2,2,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,185,0,2,Check-Out,2015-09-07
597,City Hotel,0,17,2017,March,12,20,1,0,1,0,0,BB,FRA,Direct,Direct,1,0,4,A,A,0,No Deposit,NULL,91,0,Transient,80,0,2,Check-Out,2017-03-21
598,City Hotel,0,48,2016,May,22,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,140.4,0,1,Check-Out,2016-05-26
599,City Hotel,1,178,2016,September,37,9,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,135,0,0,Canceled,2016-03-23
600,Resort Hotel,0,6,2017,July,29,16,2,4,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,176.16,0,1,Check-Out,2017-07-22
601,Resort Hotel,1,222,2015,September,38,15,1,5,2,0,0,FB,PRT,Groups,Corporate,0,25,0,A,A,0,Non Refund,252,NULL,0,Transient,49.95,0,0,Canceled,2015-03-03
602,City Hotel,1,106,2016,March,12,15,2,9,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,110.77,0,0,Canceled,2016-03-12
603,City Hotel,0,297,2016,May,20,14,1,1,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,236,Transient-Party,65,0,0,Check-Out,2016-05-16
604,Resort Hotel,0,64,2016,September,40,30,2,4,3,0,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,244,NULL,0,Transient,105.77,0,0,Check-Out,2016-10-06
605,Resort Hotel,0,84,2015,August,32,5,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,168.71,0,3,Check-Out,2015-08-12
606,City Hotel,0,92,2015,October,41,7,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,3,NULL,58,Transient-Party,70,0,0,Check-Out,2015-10-11
607,City Hotel,1,219,2017,May,18,4,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.5,0,3,Canceled,2016-10-13
608,City Hotel,0,9,2016,October,43,17,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,155,0,1,Check-Out,2016-10-21
609,City Hotel,1,0,2017,June,26,29,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,149.4,0,1,Canceled,2017-06-29
610,City Hotel,0,62,2017,August,34,23,0,1,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,98,NULL,0,Transient-Party,115,0,0,Check-Out,2017-08-24
611,City Hotel,0,4,2015,August,34,17,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Contract,122,0,3,Check-Out,2015-08-21
612,City Hotel,0,63,2017,August,32,7,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,2017-08-09
613,City Hotel,1,0,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Canceled,2015-08-14
614,City Hotel,0,12,2017,January,3,16,1,3,2,0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88.33,0,0,Check-Out,2017-01-20
615,City Hotel,0,0,2016,July,28,8,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.67,0,0,Check-Out,2016-07-11
616,Resort Hotel,0,15,2016,February,6,6,2,5,1,0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,6,NULL,0,Transient,57,0,0,Check-Out,2016-02-13
617,City Hotel,0,85,2016,October,41,6,1,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,85,0,1,Check-Out,2016-10-10
618,City Hotel,1,182,2017,March,10,11,2,6,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,330,NULL,0,Transient-Party,90,0,0,Canceled,2016-12-07
619,City Hotel,0,29,2017,January,3,18,0,4,1,0,0,BB,SWE,Groups,TA/TO,0,0,0,A,A,1,No Deposit,171,NULL,0,Transient-Party,65,0,0,Check-Out,2017-01-22
620,City Hotel,0,8,2017,February,5,2,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28,NULL,0,Transient,75,0,0,Check-Out,2017-02-04
621,City Hotel,0,0,2015,October,41,9,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,152,0,0,Check-Out,2015-10-10
622,City Hotel,0,148,2017,June,23,7,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,1,Check-Out,2017-06-12
623,Resort Hotel,1,183,2016,September,37,5,1,5,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,146,0,0,Canceled,2016-03-06
624,Resort Hotel,1,93,2015,December,51,19,0,1,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,80,0,0,Canceled,2015-11-09
625,City Hotel,1,129,2017,January,2,8,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,NULL,NULL,0,Transient,67,0,0,Canceled,2016-10-21
626,Resort Hotel,0,39,2017,June,23,4,2,5,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,479,NULL,0,Group,95,0,0,Check-Out,2017-06-11
627,Resort Hotel,0,56,2017,January,3,19,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,44,0,1,Check-Out,2017-01-26
628,Resort Hotel,0,5,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,77.5,1,1,Check-Out,2015-10-12
629,City Hotel,1,29,2016,September,37,9,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,132.05,0,0,Canceled,2016-08-11
630,City Hotel,1,61,2017,July,30,29,2,1,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,197.4,0,0,Canceled,2017-06-20
631,Resort Hotel,1,150,2017,June,25,22,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,142,0,2,Canceled,2017-03-27
632,City Hotel,0,320,2016,August,34,18,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,115,0,1,Check-Out,2016-08-20
633,City Hotel,1,290,2015,August,32,3,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-06
634,City Hotel,1,419,2016,September,36,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
635,City Hotel,0,265,2016,June,26,24,1,2,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6,NULL,0,Transient-Party,83.33,0,0,Check-Out,2016-06-27
636,Resort Hotel,1,5,2016,January,2,4,1,3,2,0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,174,0,Transient-Party,68,0,0,Canceled,2015-12-30
637,City Hotel,1,92,2017,March,11,15,0,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,85,0,0,Canceled,2016-12-13
638,City Hotel,1,53,2015,August,35,24,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-08-19
639,City Hotel,0,11,2015,December,49,5,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,104,0,0,Check-Out,2015-12-09
640,City Hotel,0,29,2016,December,49,1,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,104,0,1,Check-Out,2016-12-06
641,City Hotel,1,196,2016,August,32,6,1,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.5,0,0,Canceled,2016-04-16
642,Resort Hotel,0,6,2016,May,21,15,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,I,2,No Deposit,240,NULL,0,Transient,96,0,1,Check-Out,2016-05-16
643,Resort Hotel,1,48,2015,July,31,27,1,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,195,0,1,Canceled,2015-07-03
644,Resort Hotel,0,32,2016,August,33,12,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,254,0,1,Check-Out,2016-08-14
645,City Hotel,0,68,2016,December,50,10,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,79.2,0,0,Check-Out,2016-12-13
646,City Hotel,0,156,2016,July,29,11,2,5,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,86,NULL,0,Transient,94.91,0,1,Check-Out,2016-07-18
647,City Hotel,0,60,2015,November,47,15,2,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,76,0,1,Check-Out,2015-11-21
648,Resort Hotel,1,283,2016,September,37,4,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,64.8,0,0,Canceled,2016-08-17
649,Resort Hotel,0,26,2015,October,44,27,0,1,1,0,0,BB,NULL,Corporate,Corporate,0,0,2,A,D,0,No Deposit,NULL,113,0,Transient,48,0,0,Check-Out,2015-10-28
650,Resort Hotel,0,27,2017,August,32,6,2,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,227,0,2,Check-Out,2017-08-08
651,Resort Hotel,0,364,2016,October,42,12,0,4,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,0,No Deposit,NULL,223,0,Transient-Party,69,1,0,Check-Out,2016-10-16
652,Resort Hotel,0,9,2015,December,51,19,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,39,0,1,Check-Out,2015-12-20
653,City Hotel,0,47,2017,May,20,15,1,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,455,NULL,0,Transient-Party,164,0,1,Check-Out,2017-05-18
654,City Hotel,1,0,2016,March,11,8,0,2,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,NULL,209,0,Transient-Party,75,0,0,Canceled,2016-03-08
655,City Hotel,0,298,2016,May,20,10,0,2,1,0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,NULL,207,Transient-Party,76,0,0,Check-Out,2016-05-12
656,City Hotel,0,18,2016,May,21,21,2,2,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,80.75,0,0,Check-Out,2016-05-25
657,Resort Hotel,0,63,2017,April,16,16,2,5,2,1,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,87.5,0,0,Check-Out,2017-04-23
658,City Hotel,1,59,2016,September,39,24,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.3,0,0,Canceled,2016-07-28
659,City Hotel,1,21,2015,December,53,31,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,26,NULL,0,Transient,132.4,0,1,Canceled,2015-12-11
660,City Hotel,1,17,2017,February,9,26,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30,NULL,0,Transient-Party,75,0,0,Canceled,2017-02-09
661,City Hotel,0,198,2017,March,11,17,1,2,2,0,1,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,93.6,0,3,Check-Out,2017-03-20
662,City Hotel,0,4,2017,March,10,7,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,219,0,Transient,80,0,2,Check-Out,2017-03-09
663,City Hotel,0,16,2015,August,32,8,2,2,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,2015-08-12
664,Resort Hotel,0,94,2015,July,28,5,4,6,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,C,3,No Deposit,NULL,NULL,0,Transient,124.45,1,1,Check-Out,2015-07-15
665,City Hotel,1,81,2017,May,18,5,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,162,0,0,Canceled,2017-03-22
666,City Hotel,0,46,2017,March,10,7,0,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7,NULL,0,Transient,64.14,0,1,Check-Out,2017-03-12
667,City Hotel,0,85,2016,October,44,26,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.9,0,3,Check-Out,2016-10-27
668,Resort Hotel,0,227,2015,September,38,15,0,5,3,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Transient,71.69,0,1,Check-Out,2015-09-20
669,Resort Hotel,0,151,2017,July,28,11,2,5,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,188.86,0,2,Check-Out,2017-07-18
670,Resort Hotel,0,1,2017,February,6,7,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,86,1,1,Check-Out,2017-02-09
671,Resort Hotel,0,138,2017,May,22,28,4,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,222.02,0,0,Check-Out,2017-06-08
672,City Hotel,0,62,2016,May,21,19,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.1,0,0,Check-Out,2016-05-20
673,City Hotel,0,83,2015,September,39,23,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,2015-09-25
674,Resort Hotel,0,89,2016,October,44,29,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,43.9,0,2,Check-Out,2016-11-02
675,City Hotel,0,249,2016,December,53,27,0,5,2,0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159,NULL,0,Transient,120.55,0,0,Check-Out,2017-01-01
676,City Hotel,0,0,2016,March,12,19,0,1,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,D,2,No Deposit,14,NULL,0,Transient,199,0,1,Check-Out,2016-03-20
677,City Hotel,1,37,2016,October,42,13,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,NULL,0,Transient-Party,105,0,0,Canceled,2016-09-06
678,City Hotel,0,63,2016,April,18,26,0,2,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,NULL,0,Transient-Party,109.35,0,2,Check-Out,2016-04-28
679,City Hotel,0,36,2016,April,17,23,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,118.8,0,1,Check-Out,2016-04-27
680,City Hotel,0,88,2016,March,13,20,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,77.35,0,1,Check-Out,2016-03-25
681,Resort Hotel,0,203,2017,May,21,25,0,3,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,NULL,223,0,Transient-Party,48,0,0,Check-Out,2017-05-28
682,Resort Hotel,1,212,2016,April,16,11,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,Non Refund,273,NULL,0,Transient,76.05,0,0,Canceled,2015-10-16
