"","gender","ethnicity","birth","stark","star1","star2","star3","readk","read1","read2","read3","mathk","math1","math2","math3","lunchk","lunch1","lunch2","lunch3","schoolk","school1","school2","school3","degreek","degree1","degree2","degree3","ladderk","ladder1","ladder2","ladder3","experiencek","experience1","experience2","experience3","tethnicityk","tethnicity1","tethnicity2","tethnicity3","systemk","system1","system2","system3","schoolidk","schoolid1","schoolid2","schoolid3"
"2542","male","cauc",1979 Q2,NA,NA,NA,"regular+aide",NA,NA,NA,593,NA,NA,NA,604,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"level2",NA,NA,NA,10,NA,NA,NA,"cauc",NA,NA,NA,"15",NA,NA,NA,"39"
"2554","female","cauc",1980 Q3,"regular+aide",NA,NA,NA,437,NA,NA,NA,478,NA,NA,NA,"non-free",NA,NA,NA,"suburban",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,16,NA,NA,NA,"cauc",NA,NA,NA,"17",NA,NA,NA,"41",NA,NA,NA
"2567","male","afam",1978 Q4,NA,NA,NA,"regular+aide",NA,NA,NA,602,NA,NA,NA,567,NA,NA,NA,"free",NA,NA,NA,"inner-city",NA,NA,NA,"master",NA,NA,NA,"notladder",NA,NA,NA,25,NA,NA,NA,"cauc",NA,NA,NA,"11",NA,NA,NA,"15"
"2591","male","cauc",1980 Q1,"small","small","small","small",465,590,650,665,602,612,699,726,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","master","bachelor","master","bachelor","level1","level1","apprentice","level1",18,18,15,5,"cauc","cauc","afam","cauc","17","17","17","17","41","41","41","41"
"2601","male","cauc",1979 Q3,NA,"regular","regular","regular",NA,604,611,639,NA,538,563,624,NA,"non-free","free","non-free",NA,"rural","rural","rural",NA,"bachelor","bachelor","master",NA,"level1","level1","level1",NA,7,8,8,NA,"cauc","cauc","cauc",NA,"21","21","21",NA,"50","50","50"
"2616","female","afam",1979 Q4,NA,"regular","regular","regular+aide",NA,492,526,573,NA,490,504,556,NA,"non-free","free","non-free",NA,"inner-city","inner-city","inner-city",NA,"bachelor","bachelor","master",NA,"apprentice","level1","level2",NA,1,12,14,NA,"cauc","afam","afam",NA,"11","11","11",NA,"22","22","22"
"2640","male","afam",1980 Q1,NA,NA,NA,"regular",NA,NA,NA,614,NA,NA,NA,603,NA,NA,NA,"free",NA,NA,NA,"suburban",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,10,NA,NA,NA,"afam",NA,NA,NA,"11",NA,NA,NA,"23"
"2647","female","cauc",1979 Q4,"small","small","small",NA,407,460,499,NA,439,510,492,NA,"free","free","free",NA,"rural","rural","rural",NA,"bachelor","bachelor","master",NA,"level1","apprentice","level2",NA,4,2,28,NA,"cauc","cauc","cauc",NA,"16","16","16",NA,"40","40","40",NA
"2669","female","afam",1980 Q2,"regular","regular","regular+aide","small",487,509,579,633,547,526,620,634,"non-free","non-free","non-free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","master","level1","probation","level1","level2",12,5,35,9,"afam","cauc","afam","afam","11","11","11","11","27","27","27","27"
"2685","male","cauc",1980 Q2,"regular+aide","regular",NA,NA,425,516,NA,NA,489,578,NA,NA,"non-free","non-free",NA,NA,"suburban","suburban",NA,NA,"master","master",NA,NA,"level1","level1",NA,NA,8,10,NA,NA,"cauc","cauc",NA,NA,"28","28",NA,NA,"61","61",NA,NA
"2701","female","cauc",1980 Q2,"small","small","small","small",447,487,560,560,500,497,528,585,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","master","bachelor","bachelor","bachelor","level1","level1","level1","notladder",14,4,25,21,"afam","cauc","afam","cauc","11","11","11","11","21","21","21","21"
"2710","male","cauc",1979 Q4,NA,NA,"regular","regular",NA,NA,549,585,NA,NA,572,596,NA,NA,"non-free","non-free",NA,NA,"rural","rural",NA,NA,"master","bachelor",NA,NA,"level1","level1",NA,NA,11,19,NA,NA,"cauc","cauc",NA,NA,"39","39",NA,NA,"75","75"
"2730","female","cauc",1980 Q3,"small","small","small","small",430,590,622,647,468,542,577,614,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","master","bachelor","level1","level1","level1","level1",13,6,17,10,"cauc","cauc","cauc","cauc","6","6","6","6","8","8","8","8"
"2748","female","cauc",1980 Q2,"small",NA,NA,NA,NA,NA,NA,NA,444,NA,NA,NA,"non-free",NA,NA,NA,"suburban",NA,NA,NA,"bachelor",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,"cauc",NA,NA,NA,"18",NA,NA,NA,"43",NA,NA,NA
"2765","male","cauc",1980 Q2,NA,"regular+aide",NA,NA,NA,540,NA,NA,NA,526,NA,NA,NA,"non-free",NA,NA,NA,"urban",NA,NA,NA,"bachelor",NA,NA,NA,"notladder",NA,NA,NA,0,NA,NA,NA,"cauc",NA,NA,NA,"20",NA,NA,NA,"48",NA,NA
"2779","female","cauc",1980 Q3,NA,"regular+aide",NA,NA,NA,442,NA,NA,NA,472,NA,NA,NA,"free",NA,NA,NA,"urban",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,7,NA,NA,NA,"afam",NA,NA,NA,"2",NA,NA,NA,"2",NA,NA
"2792","female","afam",1979 Q4,"small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,"inner-city",NA,NA,NA,"bachelor",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"cauc",NA,NA,NA,"11",NA,NA,NA,"28",NA,NA,NA
"2814","male","cauc",1979 Q2,NA,NA,"regular","regular",NA,NA,515,NA,NA,NA,500,NA,NA,NA,"non-free",NA,NA,NA,"urban","urban",NA,NA,"master","master",NA,NA,"level1","level3",NA,NA,15,16,NA,NA,"cauc","cauc",NA,NA,"6","6",NA,NA,"9","9"
"2831","female","cauc",1980 Q1,"small",NA,NA,NA,480,NA,NA,NA,547,NA,NA,NA,"non-free",NA,NA,NA,"suburban",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,14,NA,NA,NA,"afam",NA,NA,NA,"11",NA,NA,NA,"21",NA,NA,NA
"2838","female","cauc",1979 Q4,NA,NA,"regular+aide","regular+aide",NA,NA,591,610,NA,NA,582,622,NA,NA,"non-free","free",NA,NA,"urban","urban",NA,NA,"master","master",NA,NA,"level1","level1",NA,NA,19,16,NA,NA,"cauc","cauc",NA,NA,"6","6",NA,NA,"9","9"
"2858","female",NA,1980 Q3,NA,NA,"small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,8,NA,NA,NA,"cauc",NA,NA,NA,"1",NA,NA,NA,"1",NA
"2872","female","hispanic",1979 Q4,NA,NA,"regular+aide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,27,NA,NA,NA,"cauc",NA,NA,NA,"33",NA,NA,NA,"67",NA
"2897","male","cauc",1980 Q1,NA,"regular",NA,"regular",NA,590,NA,620,NA,512,NA,601,NA,"non-free",NA,"non-free",NA,"rural",NA,"rural",NA,"bachelor",NA,"bachelor",NA,"level1",NA,"level1",NA,23,NA,21,NA,"cauc",NA,"cauc",NA,"3",NA,"3",NA,"3",NA,"3"
"2904","female","cauc",1979 Q4,"regular","regular+aide","regular+aide","regular",440,604,643,633,513,545,570,596,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","bachelor","level1","apprentice","notladder","apprentice",5,2,19,1,"cauc","cauc","cauc","cauc","19","19","19","19","47","47","47","47"
"2929","female","cauc",1978 Q1,NA,"regular",NA,NA,NA,445,NA,NA,NA,474,NA,NA,NA,"free",NA,NA,NA,"urban",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,5,NA,NA,NA,"cauc",NA,NA,NA,"2",NA,NA,NA,"2",NA,NA
"2936","female","afam",1979 Q4,NA,NA,NA,"regular+aide",NA,NA,NA,616,NA,NA,NA,596,NA,NA,NA,"free",NA,NA,NA,"inner-city",NA,NA,NA,"master",NA,NA,NA,"level2",NA,NA,NA,13,NA,NA,NA,"afam",NA,NA,NA,"11",NA,NA,NA,"26"
"2956","male","cauc",1980 Q2,NA,NA,NA,"small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-free",NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,12,NA,NA,NA,"cauc",NA,NA,NA,"41",NA,NA,NA,"79"
"2972","male","afam",1980 Q2,"regular+aide","regular+aide","regular+aide","regular+aide",410,475,547,562,405,495,535,582,"non-free","free","free","free","rural","rural","rural","rural","bachelor","bachelor","bachelor","master","level1","level1","notladder","level1",13,16,4,14,"cauc","cauc","afam","cauc","8","8","8","8","11","11","11","11"
"2986","male","afam",1979 Q3,"small",NA,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,"free",NA,NA,NA,"inner-city",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,3,NA,NA,NA,"afam",NA,NA,NA,"11",NA,NA,NA,"22",NA,NA,NA
"3008","female","cauc",1980 Q1,"small","small","regular+aide","regular+aide",413,533,588,644,506,578,587,663,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","master","master","level1","level1","level1","level1",5,11,8,16,"cauc","cauc","cauc","cauc","12","12","12","12","35","35","34","34"
"3017","female","afam",1980 Q3,"regular",NA,"regular+aide",NA,422,NA,542,NA,513,NA,512,NA,"free",NA,"free",NA,"suburban",NA,"inner-city",NA,"bachelor",NA,"master",NA,"apprentice",NA,"level3",NA,1,NA,16,NA,"afam",NA,"cauc",NA,"11",NA,"11",NA,"21",NA,"16",NA
"3035","female","afam",1980 Q3,"small","small","small","small",442,629,631,654,559,627,626,678,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","master",NA,"master","apprentice","level3",NA,"level1",5,23,NA,24,"afam","afam",NA,"afam","11","11","11","11","24","24","24","24"
"3055","male","cauc",1980 Q1,NA,NA,NA,"regular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,18,NA,NA,NA,"cauc",NA,NA,NA,"15",NA,NA,NA,"39"
"3070","female","cauc",1980 Q2,NA,NA,"regular","regular",NA,NA,566,606,NA,NA,574,612,NA,NA,"free","free",NA,NA,"urban","urban",NA,NA,"master","master",NA,NA,"level1","level1",NA,NA,8,15,NA,NA,"cauc","cauc",NA,NA,"2","2",NA,NA,"2","2"
"3084","male","afam",1980 Q2,NA,NA,"regular+aide",NA,NA,NA,529,NA,NA,NA,518,NA,NA,NA,"free",NA,NA,NA,"suburban",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,18,NA,NA,NA,"afam",NA,NA,NA,"11",NA,NA,NA,"21",NA
"3104","female","afam",1980 Q1,"regular+aide","regular+aide","regular","small",461,480,573,631,547,553,659,612,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","level1","apprentice","level1","level2",10,3,4,15,"afam","cauc","afam","afam","11","11","11","11","27","27","27","27"
"3115","male","afam",1980 Q3,"regular+aide","regular+aide",NA,NA,421,444,NA,NA,454,477,NA,NA,"free","free",NA,NA,"inner-city","inner-city",NA,NA,"master","master",NA,NA,"level1","level1",NA,NA,22,7,NA,NA,"cauc","cauc",NA,NA,"11","11",NA,NA,"33","33",NA,NA
"3137","male","cauc",1980 Q1,NA,NA,"regular+aide",NA,NA,NA,564,NA,NA,NA,561,NA,NA,NA,"non-free",NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,4,NA,NA,NA,"cauc",NA,NA,NA,"31",NA,NA,NA,"64",NA
"3150","female","cauc",1980 Q2,"small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,"urban",NA,NA,NA,"bachelor",NA,NA,NA,"apprentice",NA,NA,NA,1,NA,NA,NA,"cauc",NA,NA,NA,"27",NA,NA,NA,"60",NA,NA,NA
"3159","male","afam",1979 Q4,NA,NA,NA,"regular+aide",NA,NA,NA,582,NA,NA,NA,562,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,9,NA,NA,NA,"cauc",NA,NA,NA,"12",NA,NA,NA,"34"
"3185","female","cauc",1979 Q1,NA,"regular","regular","regular",NA,564,554,559,NA,584,514,596,NA,"free","free","free",NA,"rural","rural","rural",NA,"master","bachelor","bachelor",NA,"level1","level1","level1",NA,13,15,24,NA,"cauc","cauc","cauc",NA,"5","5","5",NA,"7","7","7"
"3199","male","cauc",1980 Q1,NA,NA,"small",NA,NA,NA,650,NA,NA,NA,599,NA,NA,NA,"non-free",NA,NA,NA,"rural",NA,NA,NA,"bachelor",NA,NA,NA,"level3",NA,NA,NA,12,NA,NA,NA,"cauc",NA,NA,NA,"4",NA,NA,NA,"5",NA
"3207","male","cauc",1979 Q4,NA,NA,NA,"regular+aide",NA,NA,NA,580,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,5,NA,NA,NA,"cauc",NA,NA,NA,"10",NA,NA,NA,"13"
"3229","female","afam",1980 Q2,"small",NA,NA,NA,410,NA,NA,NA,494,NA,NA,NA,"free",NA,NA,NA,"inner-city",NA,NA,NA,"bachelor",NA,NA,NA,"apprentice",NA,NA,NA,2,NA,NA,NA,"cauc",NA,NA,NA,"11",NA,NA,NA,"19",NA,NA,NA
"3249","female","cauc",1980 Q1,NA,NA,NA,"small",NA,NA,NA,588,NA,NA,NA,586,NA,NA,NA,"non-free",NA,NA,NA,"suburban",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,20,NA,NA,NA,"cauc",NA,NA,NA,"22",NA,NA,NA,"54"
"3257","male","afam",1978 Q3,NA,NA,"regular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,"inner-city",NA,NA,NA,"bachelor",NA,NA,NA,"probation",NA,NA,NA,2,NA,NA,NA,"cauc",NA,NA,NA,"11",NA,NA,NA,"14",NA
"3275","female","cauc",1980 Q3,NA,"regular+aide",NA,NA,NA,527,NA,NA,NA,481,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"apprentice",NA,NA,NA,8,NA,NA,NA,"cauc",NA,NA,NA,"4",NA,NA,NA,"5",NA,NA
"3286","female","afam",1979 Q4,"small","small","small","small",465,439,533,583,626,472,541,603,"non-free","non-free","non-free","free","inner-city","inner-city","inner-city","inner-city","bachelor","master","bachelor","bachelor","apprentice","level1","notladder","probation",2,17,2,3,"cauc","afam","cauc","afam","11","11","11","11","30","30","30","30"
"3307","male","cauc",1980 Q3,NA,"regular","regular","regular",NA,471,555,618,NA,486,587,642,NA,"non-free","non-free","non-free",NA,"suburban","suburban","suburban",NA,"master","master","master",NA,"level1","level1","level1",NA,19,19,24,NA,"cauc","afam","cauc",NA,"18","18","18",NA,"46","46","46"
"3320","male","cauc",1979 Q4,NA,NA,"regular+aide","regular+aide",NA,NA,627,654,NA,NA,639,678,NA,NA,"non-free","non-free",NA,NA,"rural","rural",NA,NA,"master","master",NA,NA,"level1","level1",NA,NA,4,16,NA,NA,"cauc","cauc",NA,NA,"31","31",NA,NA,"64","64"
"3340","female","cauc",1980 Q2,NA,NA,NA,"regular",NA,NA,NA,680,NA,NA,NA,691,NA,NA,NA,"non-free",NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,9,NA,NA,NA,"cauc",NA,NA,NA,"24",NA,NA,NA,"56"
"3352","male","afam",1980 Q4,NA,"regular","regular",NA,NA,509,554,NA,NA,484,517,NA,NA,"free","free",NA,NA,"inner-city","inner-city",NA,NA,"master","master",NA,NA,"level1","level1",NA,NA,11,11,NA,NA,"cauc","cauc",NA,NA,"11","11",NA,NA,"15","15",NA
"3370","female","afam",1978 Q3,NA,NA,NA,"regular",NA,NA,NA,583,NA,NA,NA,546,NA,NA,NA,"non-free",NA,NA,NA,"inner-city",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,19,NA,NA,NA,"afam",NA,NA,NA,"22",NA,NA,NA,"53"
"3386","male","cauc",1980 Q3,"regular","regular","small","small",436,482,593,NA,500,518,568,655,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","bachelor","level1","level1","level1","level1",11,20,15,13,"cauc","cauc","cauc","cauc","21","21","21","21","49","49","49","49"
"3403","male","afam",1978 Q3,NA,"regular","regular+aide",NA,NA,436,549,NA,NA,486,505,NA,NA,"free","free",NA,NA,"inner-city","inner-city",NA,NA,"bachelor","bachelor",NA,NA,"level1","notladder",NA,NA,5,NA,NA,NA,"cauc","afam",NA,NA,"11","11",NA,NA,"16","19",NA
"3417","female","hispanic",1979 Q3,NA,NA,"regular+aide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,27,NA,NA,NA,"cauc",NA,NA,NA,"33",NA,NA,NA,"67",NA
"3431","male","cauc",1979 Q4,"regular+aide","regular",NA,NA,398,478,NA,NA,449,493,NA,NA,"free","non-free",NA,NA,"rural","rural",NA,NA,"master","bachelor",NA,NA,"level1","level1",NA,NA,5,12,NA,NA,"cauc","cauc",NA,NA,"15","15",NA,NA,"39","39",NA,NA
"3446","female","cauc",1979 Q4,"regular+aide","regular",NA,NA,442,536,NA,NA,528,601,NA,NA,"non-free","non-free",NA,NA,"suburban","suburban",NA,NA,"master","master",NA,NA,"level1","level1",NA,NA,8,10,NA,NA,"cauc","cauc",NA,NA,"28","28",NA,NA,"61","61",NA,NA
"3467","male","afam",1980 Q3,NA,"regular+aide",NA,NA,NA,483,NA,NA,NA,518,NA,NA,NA,"free",NA,NA,NA,"inner-city",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,6,NA,NA,NA,"cauc",NA,NA,NA,"11",NA,NA,NA,"22",NA,NA
"3484","male","cauc",1980 Q2,"regular+aide",NA,NA,NA,461,NA,NA,NA,500,NA,NA,NA,"non-free",NA,NA,NA,"urban",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,11,NA,NA,NA,"cauc",NA,NA,NA,"6",NA,NA,NA,"9",NA,NA,NA
"3504","female","cauc",1980 Q1,NA,NA,"regular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"bachelor",NA,NA,NA,"level1",NA,NA,NA,9,NA,NA,NA,"cauc",NA,NA,NA,"9",NA,NA,NA,"12",NA
"3510","male","cauc",1979 Q4,"regular","regular","regular","regular",436,NA,579,593,506,553,639,631,"free","free","free","free","rural","rural","rural","rural","master","bachelor","bachelor","master","level1","level1","level1","level1",13,7,8,8,"cauc","cauc","cauc","cauc","21","21","21","21","50","50","50","50"
"3535","female","cauc",1980 Q1,NA,NA,"regular+aide","regular+aide",NA,NA,NA,555,NA,NA,NA,559,NA,NA,"free","free",NA,NA,"rural","rural",NA,NA,"master","bachelor",NA,NA,"level1","level2",NA,NA,8,19,NA,NA,"cauc","cauc",NA,NA,"37","37",NA,NA,"73","73"
"3549","female","cauc",1980 Q2,NA,"regular",NA,NA,NA,540,NA,NA,NA,520,NA,NA,NA,"free",NA,NA,NA,"suburban",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,33,NA,NA,NA,"cauc",NA,NA,NA,"11",NA,NA,NA,"21",NA,NA
"3566","male","cauc",1979 Q2,NA,NA,"regular+aide","regular+aide",NA,NA,637,629,NA,NA,587,634,NA,NA,"non-free","non-free",NA,NA,"rural","rural",NA,NA,"bachelor","bachelor",NA,NA,"level1","level1",NA,NA,33,7,NA,NA,"cauc","cauc",NA,NA,"39","39",NA,NA,"75","75"
"3575","male","cauc",1979 Q4,"small","regular+aide",NA,NA,428,442,NA,NA,473,470,NA,NA,"non-free","non-free",NA,NA,"suburban","suburban",NA,NA,"bachelor","bachelor",NA,NA,NA,"level1",NA,NA,5,20,NA,NA,"cauc","cauc",NA,NA,"11","11",NA,NA,"17","17",NA,NA
"3597","female","cauc",1980 Q2,NA,NA,NA,"regular",NA,NA,NA,639,NA,NA,NA,648,NA,NA,NA,"non-free",NA,NA,NA,"suburban",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,19,NA,NA,NA,"cauc",NA,NA,NA,"17",NA,NA,NA,"41"
"3613","male","afam",1979 Q2,NA,NA,NA,"small",NA,NA,NA,564,NA,NA,NA,588,NA,NA,NA,"free",NA,NA,NA,"rural",NA,NA,NA,"bachelor",NA,NA,NA,"notladder",NA,NA,NA,28,NA,NA,NA,"cauc",NA,NA,NA,"1",NA,NA,NA,"1"
"3624","male","afam",1979 Q4,"regular","regular",NA,NA,411,414,NA,NA,444,444,NA,NA,"free","free",NA,NA,"inner-city","inner-city",NA,NA,"bachelor","bachelor",NA,NA,"probation","level1",NA,NA,0,14,NA,NA,"cauc","cauc",NA,NA,"11","11",NA,NA,"31","31",NA,NA
"3645","male","cauc",1980 Q2,"regular+aide","regular+aide","regular+aide","regular+aide",436,544,614,644,459,532,639,659,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","bachelor","master","level1","apprentice","level1","level2",5,2,22,10,"cauc","cauc","cauc","cauc","15","15","15","15","39","39","39","39"
"3657","female","afam",1979 Q3,NA,NA,"regular","regular",NA,NA,523,560,NA,NA,518,570,NA,NA,"free","free",NA,NA,"inner-city","inner-city",NA,NA,"master","bachelor",NA,NA,"level1","probation",NA,NA,9,2,NA,NA,"cauc","cauc",NA,NA,"11","11",NA,NA,"29","29"
"3679","male","afam",1979 Q1,NA,NA,"regular","regular",NA,NA,544,582,NA,NA,579,634,NA,NA,"free","free",NA,NA,"inner-city","inner-city",NA,NA,"master","bachelor",NA,NA,"level1","probation",NA,NA,9,2,NA,NA,"cauc","cauc",NA,NA,"11","11",NA,NA,"29","29"
"3696","male","afam",1980 Q1,"regular","regular","regular","regular+aide",NA,492,555,564,NA,520,563,579,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","master","bachelor","bachelor","probation","level1","probation","level1",6,19,2,5,"cauc","cauc","cauc","cauc","11","11","11","11","33","33","33","33"
"3708","female","cauc",1980 Q2,"small",NA,NA,NA,436,NA,NA,NA,463,NA,NA,NA,"non-free",NA,NA,NA,"suburban",NA,NA,NA,"master",NA,NA,NA,"level1",NA,NA,NA,4,NA,NA,NA,"cauc",NA,NA,NA,"18",NA,NA,NA,"46",NA,NA,NA
"3723","male","cauc",1980 Q3,"regular+aide","regular+aide","regular+aide","regular+aide",428,571,614,693,559,612,699,684,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",12,39,9,16,"cauc","cauc","cauc","cauc","9","9","9","9","12","12","12","12"
"3739","male","cauc",1980 Q3,"regular","regular+aide","regular+aide","regular+aide",472,579,650,670,536,601,639,700,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","master","bachelor","bachelor",NA,"level2","level1","level1",5,10,13,30,"cauc","cauc","cauc","cauc","1","1","1","1","1","1","1","1"
"3757","male","afam",1980 Q2,"regular+aide","regular","regular","regular",434,604,604,641,473,592,639,726,"free","free","non-free","non-free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","level1","probation","apprentice","apprentice",11,0,1,3,"cauc","afam","cauc","cauc","18","18","18","18","45","45","45","45"
"3767","male","cauc",1979 Q4,"small","small","small","small",443,629,643,654,500,578,632,691,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master+","master","master","master","level1","level1","level1","level1",8,3,12,14,"cauc","cauc","cauc","cauc","41","41","41","41","78","78","78","78"
"3790","male","cauc",1980 Q2,"small","small","small","small",424,571,659,675,520,601,659,684,"free","free","free","free","rural","rural","rural","rural","bachelor","bachelor","phd","master","level1","level3","level3","level1",2,19,12,3,"cauc","cauc","cauc","cauc","15","15","15","15","39","39","39","39"
"3801","male","afam",1980 Q3,"regular+aide","regular","regular","regular",418,499,568,606,473,500,599,604,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","master","master","bachelor","level1","level1","probation","probation",22,32,0,0,"cauc","afam","afam","afam","11","11","11","11","33","33","33","33"
"3824","male","afam",1980 Q1,"regular","regular",NA,NA,428,503,NA,NA,500,493,NA,NA,"free","free",NA,NA,"inner-city","inner-city",NA,NA,"bachelor","bachelor",NA,NA,"level1","apprentice",NA,NA,11,1,NA,NA,"cauc","cauc",NA,NA,"11","11",NA,NA,"22","22",NA,NA
"3834","female","afam",1979 Q3,NA,"regular",NA,NA,NA,477,NA,NA,NA,510,NA,NA,NA,"free",NA,NA,NA,"inner-city",NA,NA,NA,"bachelor",NA,NA,NA,"probation",NA,NA,NA,2,NA,NA,NA,"afam",NA,NA,NA,"11",NA,NA,NA,"28",NA,NA
"3857","male","afam",1980 Q1,"small","small","small","small",440,438,533,569,468,477,572,559,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",14,4,14,8,"cauc","cauc","cauc","cauc","11","11","11","11","32","32","32","32"
